Cote;Type;DataType;Dates;Titre;Sous-titre;Auteur;Destinataire;Sujet;Description;Notes;Résumé;Éditeur;Localisation;Droits;Ayants-droit;Format;Langue;État génétique;Relations génétiques;Autres ressources en relation;Nature du document;Support;État général;Publication;Représentation;Contexte géographique;Lieu d'expédition;Type de publication;Titre de la publication;Lieu de publication;Numéro de la publication;Périodicité;Directeur de la publication;Auteur analyse;Date analyse;Auteur description;Date création notice;Auteur révision;Date révision notice;Auteur transcription;
 MX-F-555;;Imagen;1910-1930;Medea;;Indeterminado;;Margarita Xirgu;Retrato de Margarita Xirgu Medea;El archivo original se llama:medea.jpg;;Responsable del archivo : Indeterminado editor: e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;;;287x350;;;;;Archivo jpg;Digital;Bueno;http://margaritaxirgu.es/vivencia/2medea/medea.jpg;;Indeterminado;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-556;;Imagen;1910-1930;Homenaje a Margarita Xirgu; ;Indeterminado;;Margarita Xirgu;Homenaje a Margarita Xirgu de las clases obreras emeritenses (18-7-1933);El archivo original se llama:images/clases_obreras_emeritenses.jpg;;Responsable del archivo : Indeterminado editor: e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;;;596x800Jpg;;;;;Archivo jpg;Digital;Bueno;http://margaritaxirgu.es/material/homenat/Homenatges/Homenatges/images/clases_obreras_emeritenses.jpg;;Indeterminado;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-557;;Imagen;1910-1930;Frase;;Margarita Xirgu;;Margarita Xirgu;Frase firmada por Margarta Xirgu.;El archivo original se llama:Firma.jpg;;Responsable del archivo : Indeterminado editor: e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;;;350178Jpg;;;;;Archivo jpg;Digital;Bueno;http://margaritaxirgu.es/castellano/vivencia/2medea/medea.htm;;Indeterminado;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-558;;Imagen;1933;Cartel de publicidad;;Indeterminado;;Margarita Xirgu;cartel de publicidad para la semana romana. Medea caracterizado de Elektra.;El archivo original se llama:medea.htm;;Responsable del archivo : Indeterminado editor: e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;;;296x400Jpg;;;;;Archivo jpg;Digital;Bueno;http://margaritaxirgu.es/vivencia/2medea/2medea/images/92746215_2488888721361746_2459269274070417408_n.jpg;;Indeterminado;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-559;;Imagen;1989;Teattro romano de Merida;;Indeterminado;;Merida;Teatro romano de Merdia;El archivo original se llama:526769_3431151216407_1199174309_32996635_1239093042_n.jpg;;Responsable del archivo : Indeterminado editor: e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;;;300x201Jpg;;;;;Archivo jpg;Digital;Bueno;http://margaritaxirgu.es/vivencia/2medea/2medea/images/526769_3431151216407_1199174309_32996635_1239093042_n.jpg;;Merida España;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-560;;Imagen;1989;Teattro romano de Merida;;Indeterminado;;Merida;Teatro romano de Mérida;El archivo original se llama:images/522689_3431140856148_1199174309_32996616_976264563_n.jpeg;;Responsable del archivo : Indeterminado editor: e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;;;350x235 Jjpeg;;;;;Archivo jpg;Digital;Bueno;http://margaritaxirgu.es/vivencia/2medea/2medea/;;Merdia España;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-561;;Imagen;1989;Teattro romano de Merida;;Indeterminado;;Merida;Teatro de Merida;El archivo original se llama:522943_3431155976526_1199174309_32996644_472356404_n.jpg;;Responsable del archivo : Indeterminado editor: e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;;;235x350 Jpg;;;;;Archivo jpg;Digital;Bueno;http://margaritaxirgu.es/vivencia/2medea/2medea/images/522943_3431155976526_1199174309_32996644_472356404_n.jpg;;Merida España;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-562;;Imagen;1935;Margarita Xirgu actuando;;Indeterminado;;Margarita  Xirgu actuando;Margartita Xirgu y Enrique Boras los principales actores de us compania, durante la representacion de la actuacion de la obra de Lope ‘’El Villano en su rincon’’;El archivo original se llama:ahora 04 06 35 el villano en su rincon lope.PNG;;Responsable del archivo : Indeterminado editor: e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;;;906 × 408 928,1 ko  PNG;;;;;Archivo Png;Digital;Bueno;https://photos.google.com/share/AF1QipO4bIK5QjgFXKEhMKWtcHZoWeX4JNxMuam_kv4ej4SwLpWlO7bJ0CXUWCl6VzS4lw/photo/AF1QipOC3OCnjZ34XYhGL-VWd22YuMQAIZCGp5Rm_dLC?key=Mmx3SkhkRkFVa1VGeUtMZmpyNlBnUmlWbnhZeEVR;;Madrid España;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-563;;Imagen;1934;Margarita Xirgu actuando;;Indeterminado;;Margarita  Xirgu actuando;Margarita actuando ‘’Copo de nieve’’;El archivo original se llama:ahora 1 12 34 margarita xirgu la novia de nieve benavente.png;;Responsable del archivo : Indeterminado editor: e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;;;"250 × 512
186,1 ko PNG";;;;;Archivo Png;Digital;Bueno;https://photos.google.com/share/AF1QipO4bIK5QjgFXKEhMKWtcHZoWeX4JNxMuam_kv4ej4SwLpWlO7bJ0CXUWCl6VzS4lw/photo/AF1QipM_L_Ij56pL56jpXhmSMdY_no7m8SErt1kLCWdo?key=Mmx3SkhkRkFVa1VGeUtMZmpyNlBnUmlWbnhZeEVR;;Madrid España;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-564;;Imagen;1934;Margarita Xirgu actuando;;Indeterminado;;Margarita  Xirgu actuando;Margarita actuando ‘’Copo de nieve’’;El archivo original se llama:ahora 1 12 34 margarita xirgu.PNG;;Responsable del archivo : Indeterminado editor: e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;;;283 × 5793 36,1 ko;;;;;Archivo Png;Digital;Bueno;https://photos.google.com/share/AF1QipO4bIK5QjgFXKEhMKWtcHZoWeX4JNxMuam_kv4ej4SwLpWlO7bJ0CXUWCl6VzS4lw/photo/AF1QipOe8uT4w0VwnBaShTHb_ERho-2arQamWgS5E_ZI?key=Mmx3SkhkRkFVa1VGeUtMZmpyNlBnUmlWbnhZeEVR;;Madrid España;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-565;;Imagen;1935;Margarita Xirgu;;Indeterminado;;Margarita  Xirgu actuando;Margarita Xirgu actuando Yerma;El archivo original se llama:ahora 1 12 34 margarita xirgu.PNG;;Responsable del archivo : Indeterminado editor: e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;;;560 × 427 366,2 ko;;;;;Archivo Png;Digital;Bueno;https://photos.google.com/share/AF1QipO4bIK5QjgFXKEhMKWtcHZoWeX4JNxMuam_kv4ej4SwLpWlO7bJ0CXUWCl6VzS4lw/photo/AF1QipP6LjZ1xSxGeRMN7KHrcFojTm0bdGFyvV7ap2iV?key=Mmx3SkhkRkFVa1VGeUtMZmpyNlBnUmlWbnhZeEVR;;Indeterminado;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-566;;Imagen;1930-1950;Margarita Xirgu;;Indeterminado;;Margarita  Xirgu actuando;Margarita  Xirgu actuando;El archivo original se llama:ahora 2 11 32 argarita xirgu.PNG;;Responsable del archivo : Indeterminado editor: e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;;;277 × 582 414,7 ko;;;;;Archivo Png;Digital;Bueno;https://photos.google.com/share/AF1QipO4bIK5QjgFXKEhMKWtcHZoWeX4JNxMuam_kv4ej4SwLpWlO7bJ0CXUWCl6VzS4lw/photo/AF1QipM4Dk7T_gkhWxZzXhvCDZdeGGUvmxw2rxZkJLWJ?key=Mmx3SkhkRkFVa1VGeUtMZmpyNlBnUmlWbnhZeEVR;;Indeterminado;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-567;;Imagen;1935;Margarita Xirgu;;Indeterminado;;Margarita  Xirgu actuando;Margarita Xirgu actuando yerma;El archivo original se llama:ahora 03 02 35 emocion al ver yerma loreto.png;;Responsable del archivo : Indeterminado editor: e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;;;186 × 208 53,2 ko;;;;;Archivo Png;Digital;Bueno;https://photos.google.com/share/AF1QipO4bIK5QjgFXKEhMKWtcHZoWeX4JNxMuam_kv4ej4SwLpWlO7bJ0CXUWCl6VzS4lw/photo/AF1QipNavGrjIC-S5jNlGOhEJYDSCmHbCZyvmWT9u8eV?key=Mmx3SkhkRkFVa1VGeUtMZmpyNlBnUmlWbnhZeEVR;;Indeterminado;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-568;;Imagen;1935;Margarita Xirgu;;Indeterminado;;Margarita  Xirgu actuando;Margarita Xirgu actuando yerma;El archivo original se llama:ahora 03 02 35 emocion al ver yerma.PNG;;Responsable del archivo : Indeterminado editor: e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;;;294 × 329183,1 ko;;;;;Archivo Png;Digital;Bueno;https://photos.google.com/share/AF1QipO4bIK5QjgFXKEhMKWtcHZoWeX4JNxMuam_kv4ej4SwLpWlO7bJ0CXUWCl6VzS4lw/photo/AF1QipM8nWUX3tgTMXVX7wgT0FD1Rw1DVbSJ8WUoq93v?key=Mmx3SkhkRkFVa1VGeUtMZmpyNlBnUmlWbnhZeEVR;;Indeterminado;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-569;;Imagen;1935;Margarita  Xirgu;;Indeterminado;;Margarita Xirgu y Frederico garcia Lorca;Margarita Xirgu y Frederico Garcia Lorca compraten su emocion ante el retrato de doña Maraia Guereo;El archivo original se llama:ahora 03 02 35 lorca y xirgu.PNG;;Responsable del archivo : Indeterminado editor: e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;;;631 × 437621,8 ko;;;;;Archivo Png;Digital;Bueno;https://photos.google.com/share/AF1QipO4bIK5QjgFXKEhMKWtcHZoWeX4JNxMuam_kv4ej4SwLpWlO7bJ0CXUWCl6VzS4lw/photo/AF1QipPxtBAGWtjHSqUnYDZP93Q7-75wC3y0weBZrVMq?key=Mmx3SkhkRkFVa1VGeUtMZmpyNlBnUmlWbnhZeEVR;;Indeterminado;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-570;;Imagen;1930-1940;Margarita  Xirgu;;Indeterminado;;Margarita Xirgu actuando;Margarita xirgu actuando ‘’La Dama Boba’’;El archivo original se llama:ahora 03 09 35 la dama boba.PNG;;Responsable del archivo : Indeterminado editor: e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;;;563 × 562737,5 ko;;;;;Archivo Png;Digital;Bueno;https://photos.google.com/share/AF1QipO4bIK5QjgFXKEhMKWtcHZoWeX4JNxMuam_kv4ej4SwLpWlO7bJ0CXUWCl6VzS4lw/photo/AF1QipN-iWQjYQ0wR6IaNPY8Q1_VSkf_saU2bHVXHd7U?key=Mmx3SkhkRkFVa1VGeUtMZmpyNlBnUmlWbnhZeEVR;;Indeterminado;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-571;;Imagen;1935;Margarita  Xirgu;;Indeterminado;;Margarita Xirgu y Frederico garcia Lorca;Margarita Xirgu y Frederico Garcia Lorca  en un restaurante;El archivo original se llama: ahora 7 3 1935 margarita xirgu y lorca inseparables.png;;Responsable del archivo : Indeterminado editor: e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;;;456 × 391296 ko;;;;;Archivo Png;Digital;Bueno;https://photos.google.com/share/AF1QipO4bIK5QjgFXKEhMKWtcHZoWeX4JNxMuam_kv4ej4SwLpWlO7bJ0CXUWCl6VzS4lw/photo/AF1QipMDgWqINj9FiLz-xa5XdsQqSY0h0fWJfbMK39t2?key=Mmx3SkhkRkFVa1VGeUtMZmpyNlBnUmlWbnhZeEVR;;Indeterminado;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-572;;Imagen;1935;Margarita  Xirgu;;Indeterminado;;Margarita Xirgu y Frederico garcia Lorca;Margarita Xirgu y Frederico Garcia Lorca  en un restaurante;El archivo original se llama: ahora 7 3 1935 margarita xirgu y lorca.PNG;;Responsable del archivo : Indeterminado editor: e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;;;531 × 456564,7 ko;;;;;Archivo Png;Digital;Bueno;https://photos.google.com/share/AF1QipO4bIK5QjgFXKEhMKWtcHZoWeX4JNxMuam_kv4ej4SwLpWlO7bJ0CXUWCl6VzS4lw/photo/AF1QipOkhTSl4ky1QU_VjkP80XjCO7vmHNJL0wbQtfeL?key=Mmx3SkhkRkFVa1VGeUtMZmpyNlBnUmlWbnhZeEVR;;Indeterminado;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-573;;Imagen;1933;MargaritaXirgu;;Riuz;;Margarita Xirgu actuando;Margarita Xirgu actuando en una escena de la obra Doña Maria de Castilla’’;El archivo original se llama: ahora 9 02 33 margarita xirgu.PNG;;Responsable del archivo : Indeterminado editor: e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;;;424 × 514529,1 ko;;;;;Archivo Png;Digital;Bueno;https://photos.google.com/share/AF1QipO4bIK5QjgFXKEhMKWtcHZoWeX4JNxMuam_kv4ej4SwLpWlO7bJ0CXUWCl6VzS4lw/photo/AF1QipOXQ7jfmQ0cG5qU0ETB9wU3ytdjiR_yRGSWxDSW?key=Mmx3SkhkRkFVa1VGeUtMZmpyNlBnUmlWbnhZeEVR;;Indeterminado;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-574;;Imagen;1935;MargaritaXirgu;;Yusti;;Margarita Xirgu leyendo;Margarita Xirgu leyendo su discurso ante la estatua de Lope ded Vega en la plaza de ruben Dario.;El archivo original se llama:ahora 11 06 35 margarita xirgu.PNG;;Responsable del archivo : Indeterminado editor: e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;;;220 × 556308,5 ko;;;;;Archivo Png;Digital;Bueno;https://photos.google.com/share/AF1QipO4bIK5QjgFXKEhMKWtcHZoWeX4JNxMuam_kv4ej4SwLpWlO7bJ0CXUWCl6VzS4lw/photo/AF1QipMLnpRkbyaDu6Zjk4oH-hI-pIWThxYABZ4BO72f?key=Mmx3SkhkRkFVa1VGeUtMZmpyNlBnUmlWbnhZeEVR;;España;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-575;;Imagen;1935;MargaritaXirgu;;Indeterminado;;Margarita Xirgu con Milagros Leal;Margarita Xirgu en su saloncillo del teatro español cuenta sus impresiones  acerca de las futuras mises;El archivo original se llama:ahora 13 04 1935 margarita xirgu.PNG;;Responsable del archivo : Indeterminado editor: e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;;;461 × 484483,6 ko;;;;;Archivo Png;Digital;Bueno;https://photos.google.com/share/AF1QipO4bIK5QjgFXKEhMKWtcHZoWeX4JNxMuam_kv4ej4SwLpWlO7bJ0CXUWCl6VzS4lw/photo/AF1QipPBdqUxohJyw9ZirY4nAJQ2KdYwK_g0rBj-FJV0?key=Mmx3SkhkRkFVa1VGeUtMZmpyNlBnUmlWbnhZeEVR;;Indeterminado;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-576;;Imagen;1935;MargaritaXirgu;;Indeterminado;;Margarita Xirgu y Frederico garcia Lorca;Margarita Xirgu, Carmen y Boras con Garcia Lorca despues de la funcion de homenaje al autor de Yerma.;El archivo original se llama:ahora 15 03 35 lorca y xirgu.PNG;;Responsable del archivo : Indeterminado editor: e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;;;509 × 566 631,6 ko;;;;;Archivo Png;Digital;Bueno;https://photos.google.com/share/AF1QipO4bIK5QjgFXKEhMKWtcHZoWeX4JNxMuam_kv4ej4SwLpWlO7bJ0CXUWCl6VzS4lw/photo/AF1QipOhhtUEQbzJv5B6OhZ82hY6nijjX9UJJx_2JmEg?key=Mmx3SkhkRkFVa1VGeUtMZmpyNlBnUmlWbnhZeEVR;;Indeterminado;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-577;;Imagen;1933;MargaritaXirgu;;Indeterminado;;Margarita Xirgu con las misses;Las misses regionales se hacen una foto con Margarita Xirgu;El archivo original se llama:ahora 17 02 33 margarita xirgu.PNG;;Responsable del archivo : Indeterminado editor: e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;;;928 × 5791,3 Mo;;;;;Archivo Png;Digital;Bueno;https://photos.google.com/share/AF1QipO4bIK5QjgFXKEhMKWtcHZoWeX4JNxMuam_kv4ej4SwLpWlO7bJ0CXUWCl6VzS4lw/photo/AF1QipMf73UG-Wmn6CAJPuU8G9Y3QNRA0gOyi7agaenh?key=Mmx3SkhkRkFVa1VGeUtMZmpyNlBnUmlWbnhZeEVR;;España;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-578;;Imagen;1933;MargaritaXirgu;;Indeterminado;;Margarita Xirgu y Borras;Margarita Xirgu con Enrique Borras dando una presentacion .’’Medea’’;El archivo original se llama:ahora 17 09 33 margarita xirgu.PNG;;Responsable del archivo : Indeterminado editor: e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;;;249 × 516 238,3 ko;;;;;Archivo Png;Digital;Bueno;https://photos.google.com/share/AF1QipO4bIK5QjgFXKEhMKWtcHZoWeX4JNxMuam_kv4ej4SwLpWlO7bJ0CXUWCl6VzS4lw/photo/AF1QipNPnjm-WboNRYYGgdj9tBF4QiJyyZ4M9NDR1lBr?key=Mmx3SkhkRkFVa1VGeUtMZmpyNlBnUmlWbnhZeEVR;;España;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-579;;Imagen;1935;Margarita Xirgu y Cipriano Rivas Cherif;;Indeterminado;;Margarita Xirgu actuando;Margarita Xirgu en una escena de la nueva comedia de Frederico Garcia Lorca ‘’Doña Rosita la soltera’’;El archivo original se llama:ahora 18 12 35.PNG;;Responsable del archivo : Indeterminado editor: e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;;;270 × 613418,6 ko;;;Mx-1082/1083/1084/1085/1086/1087;;Archivo Png;Digital;Bueno;https://photos.google.com/share/AF1QipO4bIK5QjgFXKEhMKWtcHZoWeX4JNxMuam_kv4ej4SwLpWlO7bJ0CXUWCl6VzS4lw/photo/AF1QipOzCt2KoY2EPxQZDTGUmYHuhkYziyTuxL_Tcnnf?key=Mmx3SkhkRkFVa1VGeUtMZmpyNlBnUmlWbnhZeEVR;;España;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-580;;Imagen;1933;Margarita Xirgu y Enrique Boras;;Indeterminado;;Margarita Xirgu y Enrique Boras;Homenaje a Margarita Xirgu y Enrique Boras;El archivo original se llama:ahora 19 04 33 margarita xirgu.PNG;;Responsable del archivo : Indeterminado editor: e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;;;527 × 560723,5 ko;;;;;Archivo Png;Digital;Bueno;https://photos.google.com/share/AF1QipO4bIK5QjgFXKEhMKWtcHZoWeX4JNxMuam_kv4ej4SwLpWlO7bJ0CXUWCl6VzS4lw/photo/AF1QipOt-N_0oEOtx0uWRUJ50qJskuRGhOhlgGkfve7A?key=Mmx3SkhkRkFVa1VGeUtMZmpyNlBnUmlWbnhZeEVR;;España;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-581;;Imagen;1933;Margarita Xirgu;;Indeterminado;;Margarita Xirgu;Margarita Xirgu, Safarin y Joaquin, en la radio celerando la memoria del gran actor Francisco Moraho;El archivo original se llama:ahora 20 04 33.PNG;;Responsable del archivo : Indeterminado editor: e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;;;410 × 621617,3 ko;;;;;Archivo Png;Digital;Bueno;https://photos.google.com/share/AF1QipO4bIK5QjgFXKEhMKWtcHZoWeX4JNxMuam_kv4ej4SwLpWlO7bJ0CXUWCl6VzS4lw/photo/AF1QipP2hz7TKWPggn9G9BzXzai-ybX0-A40srdHsBqR?key=Mmx3SkhkRkFVa1VGeUtMZmpyNlBnUmlWbnhZeEVR;;España;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-582;;Imagen;1933;Margarita Xirgu;;Indeterminado;;Margarita Xirgu;Margarita Xirgu actaundo para  ‘’la venicienta’’;El archivo original se llama:ahora 24 12 33 ùargarita xirgu.PNG;;Responsable del archivo : Indeterminado editor: e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;;;398 × 560547,2 ko;;;;;Archivo Png;Digital;Bueno;https://photos.google.com/share/AF1QipO4bIK5QjgFXKEhMKWtcHZoWeX4JNxMuam_kv4ej4SwLpWlO7bJ0CXUWCl6VzS4lw/photo/AF1QipOMhzN6tRnWRyjWjQqoMsu7n8d8KaeL1DqUIS53?key=Mmx3SkhkRkFVa1VGeUtMZmpyNlBnUmlWbnhZeEVR;;España;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-583;;Imagen;1933;Margarita Xirgu;;Indeterminado;;Margarita Xirgu;Margarita Xirgu a la cual se le rinde un homenaje tras la representacion de ‘’Fuentevejuna’’;El archivo original se llama:ahora 26 10 35 homenaje.PNG;;Responsable del archivo : Indeterminado editor: e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;;;415 × 444490,9 ko;;;;;Archivo Png;Digital;Bueno;https://photos.google.com/share/AF1QipO4bIK5QjgFXKEhMKWtcHZoWeX4JNxMuam_kv4ej4SwLpWlO7bJ0CXUWCl6VzS4lw/photo/AF1QipPosPoj6Q2eSXMMW8qPP_ZWSjn8pX_Lq_gl4iQO?key=Mmx3SkhkRkFVa1VGeUtMZmpyNlBnUmlWbnhZeEVR;;España;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-584;;Imagen;1935;Margarita Xirgu;;Indeterminado;;Margarita Xirgu;Declaracion de Margarita Xirgu;El archivo original se llama:ahora 26 12 35 lyceum barcelona.PNG;;Responsable del archivo : Indeterminado editor: e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;;;323 × 596496,1 ko;;;;;Archivo Png;Digital;Bueno;https://photos.google.com/share/AF1QipO4bIK5QjgFXKEhMKWtcHZoWeX4JNxMuam_kv4ej4SwLpWlO7bJ0CXUWCl6VzS4lw/photo/AF1QipNdUqWi0L6t7SIA9ghqopKnX4NwkRUZe2A1HA_Y?key=Mmx3SkhkRkFVa1VGeUtMZmpyNlBnUmlWbnhZeEVR;;España;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
